id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_058,"The user performs a gesture with one hand, starting with the palm facing downward and fingers extended, then raising the arm upward while maintaining the extended fingers and rotating the palm to face outward.","The user performs a single hand gesture where the right hand, with fingers closed and palm facing downward, moves up and down in a repetitive motion.","The user performs a single hand gesture by raising their right hand with fingers extended and palm facing forward, holding it steady before lowering it.","The user performs a single hand gesture where the right hand is raised with fingers extended and held together, palm facing forward, and remains stationary after a brief upward motion.","The user performs a gesture by raising both hands with fingers extended and palms facing forward, moving them closer together, followed by a sequence of rapid downward movements with closed fists.","The user performs a gesture by raising both hands with fingers spread, then aligning palms vertically side by side, followed by a downward motion with fingers curling inward.","The user raises their right hand vertically with fingers extended and palm facing forward, holds the position briefly, then transitions to a downward motion with the hand slightly curved and fingers relaxed.","The user performs a sequence of gestures involving both hands raised with fingers spread, moving up and down, followed by clapping motions, and concludes with hands pressed together vertically."
p_059,"The user performs a gesture with one hand, raising it with the index finger extended and slightly bent, followed by a downward motion while maintaining the same finger configuration.","The user performs a gesture with the right hand, raising it with the index finger extended and slightly bent while the other fingers are curled, followed by small vertical movements.","The user performs a single hand gesture where the right hand, with fingers extended and slightly spread, moves in an upward and downward motion in front of the body.","The user performs a gesture with one hand, raising it with fingers slightly spread and moving it in a subtle up-and-down motion.","The user performs a single hand gesture characterized by an open hand with fingers slightly spread, palm facing outward, and a waving motion.","The user performs a sequence of gestures involving an upward wave with an open hand followed by a pinching motion with the thumb and index finger, and then transitions back to an upward wave.","The user performs a gesture by raising one hand with the index finger extended upward while the other fingers are curled, followed by lowering the hand back to a resting position.","The user performs a gesture with the right hand, initially open with fingers slightly spread and palm facing left, transitioning to a raised index finger while the other fingers curl inward, maintaining a stationary position."
p_060,"The user performs a gesture with the right hand, starting with an open palm facing upward, fingers slightly curved, and transitions into a waving motion with the hand moving up and down, followed by a final movement where the hand briefly touches the chest.","The user performs a single hand gesture where the right hand moves upward with fingers extended and palm facing outward, transitions to a stationary raised position, and then moves downward with the palm facing downward, ending near the table.","The user performs two combined gestures: first, a waving motion with the right hand, fingers spread and palm facing outward, followed by a pinching gesture with the thumb and index finger near the face.","The user performs a sequence of gestures starting with a closed fist, transitioning to an open hand with fingers spread, and then alternating between the open hand and a partially closed hand.","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing outward, followed by clapping both hands together, and then transitioning to a circular motion of the right hand over the left hand.","The user performs a sequence of gestures where the right hand moves upward with fingers slightly curved, followed by both hands coming together in a clapping motion, and then the right hand returns downward.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and briefly holds the pose near the face before lowering the hand.","The user performs a gesture where both hands, with fingers slightly spread, move downward from above the head, followed by a sequence of clapping motions with palms meeting."
p_061,"The user performs a sequence of gestures, starting with the right hand pointing forward with the index finger extended, followed by the right hand touching the side of the head, and then transitioning to the right hand pointing upward with the index finger extended.","The user initially touches the side of their head with their fingers, then transitions to raising their hand with the index finger extended upward, followed by pointing downward with the same finger.","The user raises their hand, initially with the index finger extended pointing upward, then transitions to a flat hand covering their face.","The user first places their hand over their mouth with fingers extended and slightly curved, then transitions to raising the hand beside their face with fingers spread and palm facing outward, holding it steady.","The user initially rests their chin on a closed fist, then transitions to raising an open hand with fingers extended and palm facing forward, holding it stationary in front of their face, and finally lowers the hand while closing it into a loose fist.","The user performs a sequence of gestures involving raising one hand with fingers spread and palm facing outward, followed by lowering the hand and making a tapping motion with the fingers.","The user performs a gesture where the right hand is raised with the index finger extended upward while the other fingers are curled, followed by a lowering of the hand and curling of the index finger.","The user raises their right hand with fingers spread apart, palm facing forward, and performs a slight waving motion before returning to a resting position."
p_062,"The user performs a gesture with the right hand, transitioning from a loosely closed fist to an upward-pointing index finger, held near the head, and then returning to the initial position.","The user performs a gesture with the right hand, starting with the index finger pointing upward and transitioning to a downward pointing motion, followed by a return to a resting position.","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward, followed by holding the hand stationary in an upright position with fingers spread, and then lowering it.","The user performs a waving gesture with the right hand, fingers extended and slightly spread, moving side-to-side, followed by a pointing gesture with the index finger extended and the hand moving downward.","The user performs a sequence of gestures starting with crossing both hands diagonally over each other, transitioning to forming a triangular shape with both hands near the face, followed by raising both hands with fingers spread apart, and ending with small circular movements of both hands near the chest.","The user performs a sequence of gestures starting with both hands raised and slightly apart, palms facing outward, moving upward and downward, followed by bringing both hands together in front of the face, palms touching, and transitioning into a clapping motion.","The user performs a gesture by raising their right hand with fingers extended and slightly apart, palm facing forward, followed by a subtle downward movement while maintaining the hand's orientation.","The user performs a gesture with the right hand raised, palm facing forward, fingers extended and slightly spread, followed by lowering the hand and returning to a neutral position."
p_063,"The user performs a gesture involving one hand with fingers slightly curled, moving in a repetitive circular motion in front of the body.","The user performs a sequence of gestures involving raising one hand, extending the index finger while curling other fingers, moving the hand forward, transitioning to a flat hand with fingers extended, and then returning to a partially closed hand with a slight upward motion.","The user performs a single hand gesture where the right hand, with fingers slightly curved and separated, moves in a small circular motion in front of the torso.","The user performs a single hand gesture, raising the right hand with fingers spread and palm facing outward, followed by a slight upward and outward motion.","The user performs a single hand gesture characterized by an open hand with fingers extended, moving in a repetitive side-to-side waving motion.","The user performs a single hand gesture characterized by an open palm facing outward, with fingers extended and slightly spread, moving the hand back and forth in a waving motion.","The user raises their right hand with fingers extended and slightly apart, palm facing forward, and holds it steady before lowering it.","The user performs a sequence of gestures, starting with both hands opening and closing in a clapping motion, followed by bringing the palms together in a prayer-like position held steadily."
p_064,"The user performs a single hand gesture where the right hand, with fingers loosely gathered and slightly curved, moves upward and forward in a flicking motion, then retracts slightly.","The user performs a single hand gesture characterized by a raised hand with fingers together and palm facing outward, followed by a downward motion with a closed fist.","The user performs a single hand gesture involving the right hand, with fingers extended and slightly spread, moving in a loose waving motion.","The user performs a gesture sequence starting with a pinching motion using the thumb and index finger, followed by an open hand gesture with fingers spread apart, and then returns to a neutral position.","The user performs a gesture by raising one hand vertically with fingers extended and palm facing forward, followed by a slight waving motion.","The user performs two gestures in sequence: first, raising an open hand with fingers extended and palm facing outward, followed by bringing the fingers together with the palm facing inward.","The user raises their right hand with the index finger extended upward while the other fingers are curled, holding this pose steadily without additional movement.","The user performs a single hand gesture characterized by the right hand moving upward with fingers extended and slightly apart, followed by a downward motion with the palm facing outward."
p_065,"The user performs two combined gestures: first, the right hand moves upward with fingers extended and slightly curved, briefly touching the chin, followed by the hand positioned near the right ear with fingers extended and palm facing outward.","The user performs two combined gestures: first, the right hand moves vertically with fingers extended and palm facing left while the left hand remains stationary, followed by both hands raised near the face with fingers bent and palms facing inward, and finally, the hands return to crossing over the chest.","The user performs a sequence of gestures: first, raising the right hand with the index finger extended and touching the lips, holding this pose briefly, then lowering the hand and pointing to the left with the same hand, followed by returning to a crossed-arm position.","The user performs a sequence of gestures starting with the right hand moving to touch the chin with the index finger extended, followed by the right hand fully open and raised with the palm facing forward, and then returning to touch the chin with the index finger extended before lowering the hand.","The user performs a sequence of gestures starting with both hands crossing in front of the body, followed by raising both hands with fingers spread near the face, and ending with both hands covering the eyes.","The user performs a sequence of gestures starting with both hands clasped near the face, transitioning to raised hands with fingers spread apart, followed by rhythmic clapping motions, and ending with arms crossed over the chest.","The user performs a gesture sequence where one hand moves horizontally across the chest, followed by the other hand raised vertically with fingers extended and palm facing outward, and then returns to the initial horizontal movement.","The user performs two gestures in sequence: first, the right hand moves diagonally upward to touch the chin with fingers slightly curved, and second, the right hand transitions to a vertical orientation with fingers extended and performs a repetitive side-to-side waving motion."
p_066,"The user performs a gesture by raising the right hand with fingers slightly spread and moving it towards the right side of the head, briefly touching the head with the fingertips before returning to the initial position.","The user performs a single hand gesture by raising the right hand with fingers slightly spread, palm facing downward, and moving it in a small oscillating motion before returning to a resting position.","The user performs a gesture where the right hand moves to touch the chin with a closed fist, followed by extending the index finger upward while maintaining contact with the chin.","The user performs a gesture where the right hand moves upward, fingers extended and slightly curved, and touches the side of the head near the ear before returning to a resting position.","The user performs a single hand gesture by raising their right hand with fingers extended and palm facing forward, followed by lowering it back to the initial position.","The user performs a single hand gesture by raising the right hand with fingers slightly spread, palm facing upward, and moving it in a small circular motion before lowering it.","The user performs a single hand gesture by raising their right hand with fingers slightly spread, palm facing outward, and holding it briefly near the head before lowering it back.","The user performs a waving gesture with the right hand, followed by placing the right hand on the left forearm."
p_067,"The user performs a sequence of gestures with the right hand, starting with a flat palm moving upward and outward, transitioning to a raised position with fingers slightly curved, followed by a downward motion with the hand forming a loose fist.","The user performs a sequence of gestures starting with a pointing motion using the index finger, followed by raising the hand with fingers extended and palm facing outward, transitioning into a waving motion, and concluding with a downward sweeping motion of the hand.","The user performs a gesture with the right hand, raising it with fingers slightly spread and palm facing left, followed by a downward motion returning to the table.","The user performs a sequence of gestures involving a closed fist moving upward, transitioning to a pinching motion with the thumb and index finger raised near the face, followed by an open hand with fingers spread and palm facing outward, and finally returning to a closed fist moving downward.","The user performs a sequence of gestures involving raising one hand with fingers extended and palm facing outward, followed by a waving motion, and then lowering the hand.","The user raises their right hand with fingers extended and palm facing forward, holds it steady, then transitions to lowering the hand with the palm facing downward, and finally returns the hand to a resting position.","The user performs a gesture with the right hand, starting with a raised open palm facing forward, followed by a downward motion, and then returns to the initial position.","The user performs a gesture by raising their right hand, extending the thumb upward while the other fingers remain curled, and then lowers the hand back to the initial position."
p_068,"The user performs a gesture by raising their right hand, extending the index finger upward, and briefly touching the side of their head near the temple before holding the finger pointed upward.","The user performs a sequence of gestures starting with raising the right index finger vertically, briefly touching the side of the head with the same finger, then moving the finger upward and downward repeatedly, followed by pointing downward with the index finger, and finally transitioning to a relaxed hand position.","The user performs a sequence of gestures starting with the right index finger touching the cheek, followed by both index fingers crossing to form an ""X"" shape in front of the face, and ending with both index fingers pointing towards the cheeks before returning to a resting position.","The user first touches their face with an extended index finger, then transitions to a thumbs-up gesture with the thumb extended upward and the other fingers curled, before returning to a resting position.","The user performs a sequence of gestures including raising a fist with the index finger extended upward, moving the hand to touch the face, forming a fist with a forward motion, extending the index finger upward again, transitioning to a gesture with two fingers extended and moving the hand forward, and finally crossing both hands in an ""X"" shape in front of the chest.","The user performs a sequence of gestures: first, raising the right hand with the index finger extended upward while other fingers are curled, followed by a thumbs-up gesture with the right hand.","The user performs a waving gesture with one hand, characterized by an open palm, fingers extended and slightly spread, moving side-to-side near the head.","The user performs a waving gesture with the right hand, characterized by an open palm, fingers extended and slightly spread, moving side-to-side near the face."
p_069,"The user performs a sequence of gestures starting with a right hand horizontal wave-like motion, transitioning to a raised right hand with fingers extended and palm facing outward, followed by a downward motion of the hand.","The user performs a waving gesture with an open hand, fingers extended and palm facing outward, moving side to side, followed by a saluting gesture where the hand moves to the forehead with fingers together and palm slightly angled downward.","The user performs a single hand gesture by raising one hand with fingers extended and palm facing downward, moving it horizontally in a sweeping motion, followed by holding the hand with fingers extended and palm facing upward.","The user performs a single hand gesture where the right hand, with fingers extended and palm facing downward, moves diagonally upward and outward in a sweeping motion.","The user raises their right hand with fingers extended and palm facing forward, moves it upward in a waving motion, and then lowers it back to the resting position.","The user raises their right hand with fingers extended and palm facing outward, moving it upward and then downward in a swift motion.","The user performs a gesture with the right hand, raising it with the palm facing left, fingers extended and slightly curved, followed by a thumb-up pose while the other fingers curl inward.","The user performs a sequence of gestures starting with crossing both forearms horizontally in front of the chest, followed by extending both arms outward to the sides with palms facing down, and then returning to a neutral position."
p_070,"The user performs a sequence of gestures starting with rapid vertical hand movements, transitions to raising three fingers with the palm facing forward, then shifts to extending the index and middle fingers in a ""V"" shape, and concludes with a relaxed open hand gesture with the palm facing upward.","The user performs a sequence of gestures starting with an open hand with fingers spread and extended outward, transitioning to a ""V"" shape with the index and middle fingers raised while the other fingers are curled, and concludes by lowering the hand.","The user performs a gesture where both hands move together in a crossing motion in front of the body, followed by a repetitive upward and downward movement with the hands clasped together near the face.","The user performs a sequence of gestures starting with both hands clasped together in front of the face, followed by rapid outward and upward waving motions with open palms, and concludes with hands returning to a resting position.","The user performs a gesture where one hand is vertically aligned with fingers extended while the other hand is horizontally placed on top, forming a ""T"" shape, followed by a rapid movement of both hands downward.","The user performs a sequence of gestures starting with both hands crossing in front of the body, forming a ""T"" shape with one hand vertical and the other horizontal, followed by clapping motions with both hands moving apart and together.","The user raises their right hand with the index finger extended upward, holds the position briefly, and then lowers the hand back to a resting position.","The user performs a gesture with the right hand, extending the index finger while the other fingers are curled, moving the hand horizontally to the left and then back to the right in a pointing motion."
p_071,"The user performs a sequence of gestures starting with a pointing motion using the index finger, transitioning to a ""V"" shape with the index and middle fingers extended, followed by a pinching motion with the thumb and index finger, and ending with an open hand gesture with the palm facing upward.","The user performs a gesture with the right hand initially open and palm facing upward, followed by pointing with the index finger extended and directed forward, while the other fingers curl inward.","The user performs a gesture by raising their right hand, moving it towards their face, touching the side of their nose with the index finger, and then retracting the hand to its initial position.","The user performs a gesture where the right hand, with fingers curled into a fist, moves upward to touch the side of the head near the temple, then moves away and returns to a resting position.","The user performs a gesture by extending one hand forward with fingers fully spread and palm facing outward, followed by retracting the hand and pointing forward with the index finger.","The user performs a sequence of gestures starting with a pointed finger extended forward, transitioning to an open palm facing outward, followed by a gradual curling of fingers into a loose grasping motion.","The user performs a single hand gesture where the right hand, with fingers extended and slightly spread, moves upward in a waving motion, pauses briefly, and then moves downward to its initial position.","The user performs a sequence of gestures with the right hand, starting with an open palm facing upward and moving outward, transitioning to a waving motion with fingers spread and palm facing forward, and ending with the hand returning downward."
p_072,"The user performs a sequence of gestures starting with a pinching motion using the thumb and index finger, transitioning to pointing with the index finger extended and the thumb raised, and finally returning to a neutral hand position.","The user performs a sequence of gestures starting with a pointed index finger extended forward, transitioning to an open hand with fingers spread and palm facing outward, followed by a closed fist, and ending with a downward tapping motion using the index finger.","The user performs a gesture where the right hand moves upward with fingers extended and palm facing inward, briefly covering the lower face, followed by a downward motion returning to the initial position.","The user performs a sequence of gestures starting with both hands moving upward to touch the face with fingers extended, followed by clapping motions, and ending with both hands moving outward in an open palm position.","The user performs a gesture where both hands move upward with fingers slightly spread, covering the sides of the face, then return downward to the initial position.","The user performs a gesture where both hands move upward to the face, with fingers forming a circular shape and interacting with the head, followed by a downward movement returning to the initial position.","The user raises their right hand, extends the index finger upward while keeping other fingers curled, holds the pose briefly, and then lowers the hand back to a resting position.","The user performs a gesture by raising their right hand, pointing with the index finger towards the face, and then touching the chin with the same finger."
p_073,"The user performs a hand gesture with the right hand, where the index finger is extended while the other fingers are curled, followed by a rapid movement of the hand forward and downward.","The user performs a gesture by raising the index finger of the right hand vertically while the other fingers remain curled, followed by lowering the hand back to the table.","The user performs a gesture with the right hand, where the fingers are slightly curled, the palm faces upward, and the hand moves in a small, quick upward and downward motion.",The user performs a single hand gesture characterized by the right hand moving back and forth with fingers slightly spread and palm facing upward.,"The user performs a sequence of gestures starting with a raised hand with fingers extended and palm facing outward, transitioning to a closed fist with the index finger pointing upward, followed by rapid side-to-side movements of the hand.","The user performs a gesture with the right hand, moving it repeatedly in a vertical motion while the fingers are loosely curled, followed by a brief pause with the hand raised and fingers forming a loose fist, and then transitions to a pinching motion with the thumb and index finger.","The user performs a gesture where the right hand moves upward with the index finger extended, then briefly holds the finger upright before returning to a resting position.","The user performs a sequence of gestures involving rapid hand movements with both hands, including clapping and waving motions, followed by a return to a resting position."
p_074,"The user performs a sequence of gestures with one hand, starting with a pointing motion using the index finger, transitioning to an open palm facing upward with fingers slightly curled, and ending with a loose fist.","The user performs a sequence of gestures starting with a closed fist, transitioning to an open hand with fingers spread, followed by a waving motion, and ending with the hand resting on the lap.","The user performs a gesture where the right hand moves upward to touch the chest with the fingers slightly curled, followed by covering the mouth with the same hand, palm facing inward and fingers extended.","The user performs a sequence of gestures starting with a hand raised near the face with fingers extended and slightly spread, transitioning to a hand movement with fingers curled into a loose fist, and then returning to the initial raised position with fingers extended.","The user performs a sequence of gestures starting with a hand wave characterized by an open palm facing outward and moving side to side, followed by a fist gesture with the hand closed and slightly raised.","The user performs a sequence of gestures starting with a closed fist moving upward, transitioning to an open hand with fingers spread facing forward, and then returning to a closed fist.","The user performs a waving gesture with the right hand, fingers extended and slightly spread, moving side to side, followed by a downward motion returning to a resting position.","The user performs a waving gesture with the right hand, where the palm faces outward, fingers are spread, and the hand moves side to side."
p_075,"The user raises their right hand, with fingers slightly bent, and touches the side of their head near the temple, maintaining this position with minimal movement.","The user performs a gesture with the right hand, raising it near the face with fingers slightly bent and moving it in a subtle circular motion before lowering it.","The user performs a gesture where the hand is raised with fingers curled, the knuckles touch the chin, and the hand remains stationary in contact with the face.","The user performs a gesture with one hand, palm facing upward, fingers slightly spread, and moves the hand upward and outward before returning to a resting position.","The user performs a gesture with one hand extended forward, palm facing outward with fingers slightly spread, followed by a fist with the knuckles facing forward.","The user performs a sequence of gestures involving both hands moving upward with palms facing inward, fingers slightly spread, transitioning to touching the sides of the head, and then moving away from the head with a fluttering motion of the fingers.","The user raises their right hand, extends the index finger upward, and then moves the hand closer to the face, resting the index finger on the chin.","The user performs a gesture where both hands move upward with fingers slightly spread and palms facing downward, followed by a brief hovering motion."
p_076,"The user performs a gesture with the right hand raised near the head, fingers extended and slightly bent, transitioning to a pinching motion with thumb and index finger, and then returning to an open hand pose.","The user performs a sequence of gestures starting with the right hand raised near the head, fingers extended and slightly bent, moving closer to the ear, followed by a downward motion of the hand with fingers relaxed.","The user performs a sequence of gestures starting with both hands forming a loose clasp, transitioning to a dynamic movement where fingers spread and curl repeatedly, followed by both index fingers pointing upward near the face, and ending with hands returning to a loose clasp.","The user performs a sequence of gestures starting with both hands moving upward with fingers slightly curled, transitioning to both hands covering the lower face with fingers extended, and ending with both hands moving outward and upward with fingers spread.","The user performs a two-handed gesture sequence, starting with both hands moving upward with palms facing up, transitioning to covering the face with both hands, palms inward, and then moving the hands away from the face.","The user performs a sequence of gestures starting with both hands raised near the sides of the head, moving inward to cover the face with palms, then transitioning to a motion where both hands are lowered and open with palms facing upward.","The user performs a single hand gesture by raising the right hand with fingers extended and palm facing outward, followed by a downward motion of the hand.","The user performs a gesture where both hands, with index fingers extended and other fingers curled, move upward and downward repeatedly, followed by a gesture where both hands rotate inward and outward near the head with index fingers still extended."
p_077,"The user performs a sequence of gestures starting with a right-hand movement where the fingers curl into a loose fist, followed by the thumb extending upward while the hand remains upright and slightly angled toward the face.","The user performs a gesture with the right hand, starting with a thumbs-up pose, transitioning to a pinching motion with the thumb and index finger, and then returning to the initial thumbs-up pose.","The user performs a sequence of gestures starting with a hand raising and curling motion, transitioning into a spread-finger pose held near the face, followed by a pinching motion with the thumb and index finger near the mouth, and ending with a downward hand movement.","The user performs a gesture with the right hand, initially forming a loose fist and then transitioning to a pinching pose with the thumb and index finger, followed by spreading the fingers apart briefly before returning to the pinching pose.","The user performs a waving gesture with the right hand, followed by a pinching motion with the same hand.","The user performs a sequence of gestures: first, the right hand moves upward with fingers slightly curled and touches the side of the head; then the hand transitions to an open palm facing outward with fingers spread, followed by a gradual curling of the fingers into an ""OK"" sign.","The user performs a gesture by raising their right hand with the index finger extended upward, followed by a slight curling of the index finger while maintaining the hand's upward orientation.","The user performs a waving gesture with the right hand, fingers extended and palm facing outward, followed by lowering the hand in a downward motion."
p_078,"The user performs a gesture with the right hand, raising it with the index finger extended upward while the other fingers are curled, followed by lowering the hand back to a resting position.","The user performs a gesture with the right hand, raising it with the index finger extended and pointing upward, while the other fingers are curled, followed by lowering the hand back down.","The user performs two combined gestures: first, the right hand moves upward with fingers extended and touches the mouth, followed by a downward movement with the hand open and fingers slightly curved near the chest.","The user performs a gesture where one hand moves upward with fingers extended and slightly curved, touches the face covering the mouth area, and then returns downward.","The user performs a gesture where the right hand moves upward with fingers extended and palm facing outward, then holds the hand in front of the face before lowering it back down.","The user performs a waving gesture with one hand, fingers extended and palm facing outward, moving side to side, followed by a brief motion of the hand near the face.","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back down.","The user performs two sequential hand gestures: first, a ""thumbs-up"" gesture with the thumb extended upward while the other fingers are curled, followed by a ""pointing"" gesture with the index finger extended forward and the other fingers curled."
p_079,"The user performs a sequence of gestures: first, the right hand moves upward with fingers slightly bent and wrist relaxed, then transitions to a pose with the hand near the right side of the head, fingers spread and palm facing outward, followed by a downward movement returning to a resting position.","The user performs a sequence of gestures where the right hand moves upward to touch the side of the face, rests briefly, then transitions to a pose with fingers slightly spread and moves away from the face in a curved motion.","The user first raises their right hand to touch the side of their face with fingers extended and slightly curved, then lowers the hand and transitions into a gesture with the palm facing upward and fingers relaxed, moving slightly outward.","The user performs two gestures in sequence: first, the right hand touches the face near the mouth with fingers extended, followed by a waving motion with the right hand, fingers spread, moving side to side.","The user performs a single hand gesture by raising their right hand with fingers extended and slightly apart, palm facing forward, and holding it steady before returning to the resting position.","The user performs a single hand gesture where the right hand, with fingers extended and slightly spread, moves upward in a waving motion, pauses briefly, and then moves downward.","The user raises their right hand with the index finger extended upward while the other fingers are curled, holding this pose briefly before returning to a resting position.","The user performs a single hand gesture by raising the right hand with fingers extended and palm facing forward, followed by a waving motion side to side."
p_080,"The user performs a gesture by raising their right hand, extending the index finger upward, and moving it slightly closer to their face before lowering it back down.","The user performs a gesture with the right hand, initially moving upward with a closed fist and extended index finger, then transitioning downward with the index finger pointing.","The user raises their right hand, extends the index finger upward near the face, then moves the hand outward while maintaining the extended index finger.","The user performs a sequence of gestures involving the right hand moving towards the face with fingers slightly bent, briefly touching the cheek, followed by an upward and outward motion with fingers extended, and then pointing with the index finger.","The user performs a sequence of gestures starting with a thumbs-up using the right hand, followed by raising the right hand with fingers extended and palm facing outward, and concludes with the right hand moving towards the face in a wiping motion.","The user performs a gesture by raising their right hand with the index finger extended and pointing upward near the face, followed by resting the hand on the side of the face with the palm supporting the chin.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and moves the hand slightly closer to the face before lowering it back.","The user performs a sequence of gestures involving the right hand, starting with a forward motion, transitioning to a raised open palm with fingers spread, followed by a slight waving motion, and ending with the hand returning downward."
p_081,"The user performs two combined gestures: first, the right hand is placed under the chin with fingers curled, followed by the left hand moving upward near the left side of the head with fingers extended and slightly spread, making a waving motion.","The user performs a gesture where the right hand moves from near the head to a raised position with fingers extended and palm facing downward, followed by a lowering motion back to near the head.","The user performs a gesture where the right hand moves upward, with fingers slightly curled, and briefly touches the face near the mouth before returning to a lower position.","The user performs a gesture sequence where both hands move from a clasped position to touching the face with fingertips, followed by spreading fingers outward and upward, and then returning to the clasped position.","The user performs two sequential hand gestures: first, a waving motion with the right hand, fingers extended and palm facing outward, moving side to side; second, a sweeping motion with the right hand, palm facing downward, moving horizontally across the body.","The user performs a sequence of gestures starting with the right hand moving horizontally across the chest with fingers extended, followed by an upward motion with the hand open and fingers spread, transitioning into a downward motion with the hand partially closed.","The user performs a sequence of gestures: first, raising the right hand with fingers extended and palm facing forward, then transitioning to a waving motion with the same hand, followed by a downward sweeping motion of the hand.","The user performs a sequence of gestures starting with a thumbs-up using the right hand, followed by raising the right hand with fingers extended and palm facing left, transitioning to a head-level circular motion with the right hand, and concluding with a downward sweeping motion of the right hand with the palm facing downward."
p_082,"The user performs a gesture with the right hand raised, fingers spread apart, palm facing outward, followed by a waving motion and gradual lowering of the hand.","The user performs a gesture with one hand, initially moving it outward with fingers slightly spread, then transitioning to a motion where the fingers curl inward and the hand moves back toward the body.","The user performs a gesture with one hand raised, fingers extended and close together, palm facing outward, followed by a downward movement returning to a resting position.","The user performs a gesture where one hand moves upward to touch the chest briefly, followed by both hands clapping together multiple times with palms facing each other.","The user performs a single hand gesture characterized by an open palm facing outward, moving horizontally from right to left, followed by a waving motion with the fingers.","The user performs a sequence of gestures involving a raised hand with fingers extended, moving side to side and forward, followed by a downward motion.","The user performs a sequence of gestures involving raising one hand with fingers extended and slightly spread, transitioning to a pose with the index finger and thumb forming a circle while other fingers remain extended, followed by rapid downward and outward hand movements.",The user performs a clapping gesture with both hands repeatedly coming together and separating in a rhythmic motion.
p_083,"The user performs a sequence of gestures involving one hand moving upward with fingers spread, alternating between a stationary pose and a waving motion, followed by the hand moving horizontally near the head with a flat palm.","The user performs a sequence of gestures involving one hand raised with fingers spread and palm facing outward, alternating with downward sweeping motions of the hand.","The user performs a gesture by crossing both hands with fingers extended and interlocked, followed by a movement where the hands separate and transition into a clasped position.","The user performs a gesture with the right hand, raising it with fingers extended and slightly spread, moving it towards the face, briefly touching the cheek, and then moving it away while maintaining the extended fingers.","The user performs a waving gesture with the right hand, followed by a brushing motion near the chin with the same hand.","The user performs a gesture involving both hands clasped together, moving in a rubbing motion, followed by a brief separation and re-clasping.","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side movement, followed by a fist-clenching motion with the same hand.","The user performs a waving gesture with an open hand, followed by a pointing gesture with the index finger extended and the hand moving slightly forward."
p_084,"The user performs a gesture by raising their right hand, extending the index finger while the other fingers remain curled, moving the hand upward near the temple, briefly touching it, then transitioning to pointing upward, and finally lowering the hand.","The user performs a sequence of gestures with one hand, starting with an open palm facing outward, transitioning to a raised hand with fingers spread, then lowering the hand with the palm facing upward, and finally resting the hand.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, moves the hand closer to their face, touches the index finger to their lips, holds it there briefly, and then lowers the hand back down.","The user performs a single hand gesture by extending the right hand with fingers slightly spread, palm facing upward, and moving it forward and slightly upward in a smooth motion.","The user performs two gestures in sequence: first, raising the right hand with fingers extended and palm facing outward, followed by moving the right hand horizontally across the chest with fingers extended and palm facing inward.","The user performs a sequence of two gestures: first, the right hand moves upward with fingers extended and palm facing left, followed by a clenched fist gesture with the right hand raised and palm facing forward.","The user performs a gesture by raising their right hand with the index finger extended upward while the other fingers are curled, maintaining this pose with slight movements.","The user performs a sequence of two gestures: first, the right hand with fingers slightly curled moves upward near the side of the head, palm facing inward, and then transitions to an open hand with fingers extended, moving downward and outward with the palm facing forward."
p_085,"The user raises their right hand, extends the index finger upward while the other fingers are curled, holds the position briefly, and then lowers the hand.","The user performs a gesture with the right hand, moving it upward with fingers loosely curled, followed by a downward pointing motion with the index finger extended.","The user performs a waving gesture with the right hand, fingers extended and palm facing outward, followed by a brief upward motion with the hand near the head, fingers slightly curled.","The user performs a waving gesture with the right hand, raising it with fingers extended and palm facing outward, followed by a side-to-side motion, and then lowers it back to the resting position.","The user performs a single hand gesture by raising their right hand with fingers extended and palm facing outward, followed by a waving motion.","The user performs a repeated upward and downward waving motion with an open hand, fingers extended and slightly spread, followed by a horizontal sweeping motion across the chest area.","The user performs a waving gesture with the right hand, raising it vertically with fingers extended and palm facing outward, followed by a side-to-side motion.","The user performs a waving gesture with the right hand, raising it with fingers extended and palm facing outward, followed by a downward sweeping motion."
p_086,"The user performs a single hand gesture by raising one hand with fingers extended and palm facing outward, followed by a downward motion.","The user performs a waving gesture with an open hand, fingers extended and slightly spread, moving side to side, followed by lowering the hand.","The user performs a single hand gesture characterized by an open hand with fingers extended, palm facing downward, moving in a horizontal sweeping motion from right to left.","The user performs a clapping gesture, bringing both hands together repeatedly with palms facing each other.","The user performs a gesture sequence where both hands are raised with fingers spread, moving upward and outward, followed by a transition to thumbs-up poses with both hands, and then returning to upward and outward movements with fingers spread.","The user performs a single hand gesture characterized by a raised hand with fingers extended, followed by a pointing motion with the index finger directed forward, and then returns to a neutral position.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and performs a brief upward pointing gesture.","The user performs a single hand gesture, raising one hand with fingers spread apart and moving it side to side in a waving motion."
